Content ID,Answer 1,answer_tokenized,Status question,Next Event,Next Data,Version ID,Condition 1 Operator,Condition 1 Property,Condition 1 Value
product_info,"Berikut Informasi mengenai *His Erha Hairgro Shampoo 270 ml*

Kegunaan : 
Shampoo yang diformulasikan khusus untuk Pria dengan sensasi dingin & wangi yang maskulin, dengan nutrisi yang bekerja sinergis untuk memperkuat dan merangsang pertumbuhan rambut

Cara Pakai : 
Aplikasikan pada rambut dan kulit kepala yang sudah dibasahi, berikan sedikit pijatan pada kulit kepala kemudian bilas hingga bersih. Untuk hasil yang optimal, gunakan secara teratur bersama produk HISERHA Hairgro Tonic. Hindari kontak dengan mata. Jika terkena mata segera bilas dengan air bersih.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 160,000.00","['informasi', 'his', 'erha', 'hairgro', 'shampoo', 'ml', 'shampoo', 'formulasi', 'pria', 'sensasi', 'dingin', 'wangi', 'maskulin', 'nutrisi', 'sinergis', 'kuat', 'rangsang', 'tumbuh', 'rambut', 'pakai', 'aplikasi', 'rambut', 'kulit', 'kepala', 'basah', 'ikan', 'pijat', 'kulit', 'kepala', 'bilas', 'bersih', 'hasil', 'optimal', 'atur', 'produk', 'hiserha', 'hairgro', 'tonic', 'hindar', 'kontak', 'bilas', 'air', 'bersih', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,His Erha Hairgro Shampoo 270 ml,#ERROR!,entities_last.product_info_synonym,HISERHA Hairgro Shampoo 270 ml
product_info,"Berikut Informasi mengenai *His Erha Anti Dandruff Shampoo* 270 ml & 100 ml

Kegunaan : 
Shampoo pertama yang diformulasikan khusus pria untuk membersihkan rambut dan kulit kepala dengan sensasi dingin & wangi yang maskulin. Kombinasi Dual Potent Anti Dandruff Agents Climbazole & Piroctone Olamine yang bekerja sinergis untuk membantu mengatasi ketombe secara efektif, dan diperkaya dengan Aloe Vera Extract yang membantu menutrisi dan melembapkan rambut dan kulit kepala, serta membantu meredakan inflamasi, mengurangi gatal serta memberikan rasa sejuk di kulit kepala.

Cara Pakai : 
Aplikasikan pada rambut dan kulit kepala yang sudah dibasahi, berikan sedikit pijatan pada kulit kepala diamkan selama 1 menit, kemudian bilas hingga bersih. Untuk hasil yang optimal, gunakan secara teratur. Hindari kontak dengan mata. Jika terkena mata segera bilas dengan air bersih.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 160,000.00 / 270 ml
Rp. 80.000 / 100 ml","['informasi', 'his', 'erha', 'anti', 'dandruff', 'shampoo', 'ml', 'ml', 'shampoo', 'formulasi', 'pria', 'bersih', 'rambut', 'kulit', 'kepala', 'sensasi', 'dingin', 'wangi', 'maskulin', 'kombinasi', 'dual', 'potent', 'anti', 'dandruff', 'agents', 'climbazole', 'piroctone', 'olamine', 'sinergis', 'bantu', 'ketombe', 'efektif', 'kaya', 'aloe', 'vera', 'extract', 'bantu', 'nutrisi', 'lembap', 'rambut', 'kulit', 'kepala', 'bantu', 'reda', 'inflamasi', 'gatal', 'sejuk', 'kulit', 'kepala', 'pakai', 'aplikasi', 'rambut', 'kulit', 'kepala', 'basah', 'ikan', 'pijat', 'kulit', 'kepala', 'diam', 'menit', 'bilas', 'bersih', 'hasil', 'optimal', 'atur', 'hindar', 'kontak', 'bilas', 'air', 'bersih', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp', 'ml', 'rp', 'ml']",TRUE,goto,test_produk_bypass,His Erha Anti Dandruff Shampoo 270 ml,#ERROR!,entities_last.product_info_synonym,HISERHA Anti Dandruff Shampoo 270 ml
product_info,"Berikut Informasi mengenai *Truwhite Brightening Neck Cream 30 g*

Kegunaan : 
Pelembap khusus yang diformulasikan untuk mencerahkan, menyamarkan garis halus, dan meratakan warna kulit pada area leher. Dengan kombinasi bahan yang efektif dan lembut, cocok untuk area leher yang memiliki bagian kulit tipis, sensitif dan sangat rentan terjadi kerut (penuaan).

Cara Pakai : 
Oleskan dua kali sehari di sekitar leher dengan pijatan lembut ke arah atas sampai krim terserap sempurna.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 138,000.00","['informasi', 'truwhite', 'brightening', 'neck', 'cream', 'lembap', 'formulasi', 'cerah', 'samar', 'garis', 'halus', 'warna', 'kulit', 'area', 'leher', 'kombinasi', 'bahan', 'efektif', 'lembut', 'cocok', 'area', 'leher', 'milik', 'kulit', 'tipis', 'sensitif', 'rentan', 'kerut', 'tua', 'pakai', 'oles', 'leher', 'pijat', 'lembut', 'arah', 'krim', 'serap', 'sempurna', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,Truwhite Brightening Neck Cream 30 g,#ERROR!,entities_last.product_info_synonym,ERHA Truwhite Brightening Neck Cream 30 g
product_info,"Berikut Informasi mengenai *Truwhite Brightening Body Moisturizer 250g*

Kegunaan : 
Pelembap yang mencerahkan dan menjaga kelembapan kulit tubuh. Diformulasikan dengan tekstur ringan, mudah menyerap , dan tidak lengket sehingga nyaman digunakan sehari-hari

Cara Pakai : 
Usapkan secara merata ke seluruh tubuh pada pagi dan malam hari. Wajib menggunakan sunscreen setelah menggunakan Truwhite Body Moisturizer di pagi hari.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 201,000.00","['informasi', 'truwhite', 'brightening', 'body', 'moisturizer', 'lembap', 'cerah', 'jaga', 'lembap', 'kulit', 'tubuh', 'formulasi', 'tekstur', 'ringan', 'mudah', 'serap', 'lengket', 'nyaman', 'pakai', 'usap', 'tubuh', 'pagi', 'malam', 'wajib', 'sunscreen', 'truwhite', 'body', 'moisturizer', 'pagi', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,Truwhite Brightening Body Moisturizer 250g,#ERROR!,entities_last.product_info_synonym,ERHA Truwhite Brightening Body Moisturizer 250 g
product_info,"Berikut Informasi mengenai *ERHA Truwhite Active Glow*

Kegunaan : 
Dengan kombinasi dual brightening agents dengan mekanisme berbeda untuk membantu mencerahkan dan menyamarkan flek hitam pada wajah. sangat direkomendasikan untuk kombinasi dengan Truwhite Brightening Serum 

Cara Pakai : 
Terdapat 2 alternatif cara penggunaan: 
1. Mix: Campurkan 2-3 tetes produk pada serum/pelembap yang digunakan sehari-hari 
2. Layer: Aplikasikan 2-3 tetes produk pada kulit sebelum menggunakan serum/pelembap 

Dapat digunakan pagi dan malam hari.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 200,000.00","['informasi', 'erha', 'truwhite', 'active', 'glow', 'kombinasi', 'dual', 'brightening', 'agents', 'mekanisme', 'beda', 'bantu', 'cerah', 'samar', 'flek', 'hitam', 'wajah', 'rekomendasi', 'kombinasi', 'truwhite', 'brightening', 'serum', 'pakai', 'alternatif', 'mix', 'campur', 'tetes', 'produk', 'serum', 'lembap', 'layer', 'aplikasi', 'tetes', 'produk', 'kulit', 'serum', 'lembap', 'pagi', 'malam', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA Truwhite Active Glow,#ERROR!,entities_last.product_info_synonym,ERHA Truwhite Active Glow 15 ml
product_info,"Berikut Informasi mengenai *ERHA X AQUA Re-Fresh Hydrating Face Mist*

Kegunaan : 
Penyegar wajah dengan cairan berwarna sedikit kebiruan (berasal dari kandungan mineral) dan aroma fresh Chamomile-Spearmint.Kandungan air mineral AQUA dan teknologi 24-Hour Hydration Lock untuk melembapkan dan menyegarkan kulit wajah seketika. Diperkaya dengan antioksidan dan antipolusi PM 2,5 yang membantu melindungi kulit dari radikal bebas dan polusi sehingga kulit terasa halus, lembap, dan segar.

Cara Pakai : 
Semprotkan pada jarak sekitar 15cm pada kulit wajah yang telah dibersihkan atau sesuai keinginan. Ulangi pemakaian jika perlu.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 89,000.00","['informasi', 'erha', 'aqua', 're', 'fresh', 'hydrating', 'face', 'mist', 'segar', 'wajah', 'cair', 'warna', 'biru', 'kandung', 'mineral', 'aroma', 'fresh', 'chamomile', 'spearmint', 'kandung', 'air', 'mineral', 'aqua', 'teknologi', 'hour', 'hydration', 'lock', 'lembap', 'segar', 'kulit', 'wajah', 'kaya', 'antioksidan', 'antipolusi', 'pm', 'bantu', 'lindung', 'kulit', 'radikal', 'bebas', 'polusi', 'kulit', 'asa', 'halus', 'lembap', 'segar', 'pakai', 'semprot', 'jarak', 'cm', 'kulit', 'wajah', 'bersih', 'sesuai', 'ulang', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA X AQUA Re-Fresh Hydrating Face Mist,#ERROR!,entities_last.product_info_synonym,ERHA X AQUA Re-Fresh Hydrating Face Mist
product_info,"Berikut Informasi mengenai *ERHA X AQUA Re-Fresh Overnight Hydrating Mask*

Kegunaan : 
Masker wajah yang digunakan semalaman untuk meningkatkan hidrasi dan menutrisi kulit wajah. Dengan teknologi 24 Hour Hydration Lock, masker ini mengembalikan dan menjaga kelembapan kulit sehingga cocok untuk kulit kering, dehidrasi, dan proses perbaikan kulit di malam hari. Kulit terasa kenyal, sehat, dan segar di pagi hari.

Cara Pakai : 
Gunakan secara teratur di malam hari pada kulit wajah yang telah dibersihkan setelah menggunakan Hydrating Serum. Tidak perlu dibilas agar masker_x0001_bekerja semalaman. Dapat digunakan setiap hari.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 127,000.00","['informasi', 'erha', 'aqua', 're', 'fresh', 'overnight', 'hydrating', 'mask', 'masker', 'wajah', 'malam', 'tingkat', 'hidrasi', 'nutrisi', 'kulit', 'wajah', 'teknologi', 'hour', 'hydration', 'lock', 'masker', 'jaga', 'lembap', 'kulit', 'cocok', 'kulit', 'kering', 'dehidrasi', 'proses', 'kulit', 'malam', 'kulit', 'asa', 'kenyal', 'sehat', 'segar', 'pagi', 'pakai', 'atur', 'malam', 'kulit', 'wajah', 'bersih', 'hydrating', 'serum', 'bilas', 'masker', 'malam', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA X AQUA Re-Fresh Overnight Hydrating Mask,#ERROR!,entities_last.product_info_synonym,ERHA X AQUA Re-Fresh Hydrating Overnight Mask
product_info,"Berikut Informasi mengenai *ERHA X AQUA Re-Fresh Hydrating Serum*

Kegunaan : 
Serum water-based bertekstur ringan dengan teknologi 24-Hour Hydration Lock, berfungsi untuk melembapkan sekaligus meningkatkan hidrasi pada kulit wajah, serta melindungi kulit dari tanda-tanda penuaan dini. Mudah menyerap dan kaya akan antioksidan membuat kulit wajah terasa halus, kenyal, dan lebih lembap. Dapat digunakan sebelum makeup untuk mempersiapkan kulit untuk makeup yang lebih glowy.

Cara Pakai : 
Gunakan secara teratur di pagi dan malam hari pada kulit wajah yang telah dibersihkan. Direkomendasikan untuk dipakai sebelum pelembap/makeup.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 152,000.00","['informasi', 'erha', 'aqua', 're', 'fresh', 'hydrating', 'serum', 'serum', 'water', 'based', 'tekstur', 'ringan', 'teknologi', 'hour', 'hydration', 'lock', 'fungsi', 'lembap', 'tingkat', 'hidrasi', 'kulit', 'wajah', 'lindung', 'kulit', 'tanda', 'tanda', 'tua', 'mudah', 'serap', 'kaya', 'antioksidan', 'kulit', 'wajah', 'asa', 'halus', 'kenyal', 'lembap', 'makeup', 'kulit', 'makeup', 'glowy', 'pakai', 'atur', 'pagi', 'malam', 'kulit', 'wajah', 'bersih', 'rekomendasi', 'pakai', 'lembap', 'makeup', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA X AQUA Re-Fresh Hydrating Serum,#ERROR!,entities_last.product_info_synonym,ERHA X AQUA Re-Fresh Hydrating Serum
product_info,"Berikut Informasi mengenai *ERHA X AQUA Re-Fresh Hydrating Lip Balm*

Kegunaan : 
Pelembap bibir berbentuk balm untuk merawat bibir kering dan pecah-pecah. Lip Balm ini juga menjaga kesehatan dan kesegaran tampilan bibir dengan menutrisi, memperbaiki kelembapan, serta mempertahankan dari kekeringan tanpa menimbulkan rasa lengket. Dengan teknologi khusus 24-Hour Hydration Lock formulanya mudah meresap dan bibir tetap lembap hingga 24 jam. Diperkaya juga dengan Spearmint Oil, bibir terasa segar, lembap dan sejuk setiap saat.

Cara Pakai : 
Oleskan pada bibir, biarkan hingga meresap. Ulangi pemakaian jika perlu.

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk serta hindari terpapar sinar matahari langsung

Harga :
Rp. 66,000.00","['informasi', 'erha', 'aqua', 're', 'fresh', 'hydrating', 'lip', 'balm', 'lembap', 'bibir', 'bentuk', 'balm', 'rawat', 'bibir', 'kering', 'pecah', 'pecah', 'lip', 'balm', 'jaga', 'sehat', 'segar', 'tampil', 'bibir', 'nutrisi', 'lembap', 'tahan', 'kering', 'timbul', 'lengket', 'teknologi', 'hour', 'hydration', 'lock', 'formula', 'mudah', 'resap', 'bibir', 'lembap', 'jam', 'kaya', 'spearmint', 'oil', 'bibir', 'asa', 'segar', 'lembap', 'sejuk', 'pakai', 'oles', 'bibir', 'biar', 'resap', 'ulang', 'pakai', 'simpan', 'suhu', 'ruang', 'sejuk', 'hindar', 'papar', 'sinar', 'matahari', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA X AQUA Re-Fresh Hydrating Lip Balm,#ERROR!,entities_last.product_info_synonym,ERHA X AQUA Re-Fresh Hydrating Lip Balm
product_info,"Berikut Informasi mengenai *ERHA X AQUA Re-Fresh Hydrating Sunscreen*

Kegunaan : 
Tabir surya hybrid dengan campuran Physical dan Chemical Sunscreen bertekstur ringan dengan SPF 30/PA++ memberikan perlindungan terhadap sinar matahari UVA dan UVB. Dengan teknologi 24-Hour Hydration Lock dan efek tone-up melembapkan dan mencerahkan kulit wajah seketika. Cocok untuk semua jenis kulit, mudah diratakan, tidak lengket, dan kulit terjaga kelembapannya.

Cara Pakai : 
Oleskan pada bibir, biarkan hingga meresap. Ulangi pemakaian jika perlu.

Cara Penyimpanan : 
Aplikasikan secara merata ke seluruh kulit wajah 15 menit sebelum beraktivitas. Ulangi pemakaian jika berkeringat.

Harga :
Rp. 89,000.00","['informasi', 'erha', 'aqua', 're', 'fresh', 'hydrating', 'sunscreen', 'tabir', 'surya', 'hybrid', 'campur', 'physical', 'chemical', 'sunscreen', 'tekstur', 'ringan', 'spf', 'pa', 'lindung', 'sinar', 'matahari', 'uva', 'uvb', 'teknologi', 'hour', 'hydration', 'lock', 'efek', 'tone', 'up', 'lembap', 'cerah', 'kulit', 'wajah', 'cocok', 'jenis', 'kulit', 'mudah', 'lengket', 'kulit', 'jaga', 'lembap', 'pakai', 'oles', 'bibir', 'biar', 'resap', 'ulang', 'pakai', 'simpan', 'aplikasi', 'kulit', 'wajah', 'menit', 'aktivitas', 'ulang', 'pakai', 'keringat', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHA X AQUA Re-Fresh Hydrating Sunscreen,#ERROR!,entities_last.product_info_synonym,ERHA X AQUA Re-Fresh Hydrating Sunscreen SPF 30/PA++
product_info,"Berikut Informasi mengenai *ERHAIR Restore Ceramide & Keratin Hair Shield Serum*

Kegunaan : 
Serum untuk membantu melindungi batang rambut dari suhu panas dan menjaga kelembapan rambut. Diperkaya dengan Ceramide Complex, Keratin, Heat Protectant Complex, dan Coconut Oil yang bekerja dengan melapisi kutikula rambut sebagai proteksi dari penggunaan heat styling dan membantu memperbaiki struktur rambut yang rusak.

Cara Pakai : 
Dalam kondisi rambut setengah kering, aplikasikan secukupnya pada batang hingga ujung rambut sebelum blow-dry atau heat styling

Cara Penyimpanan : 
Aplikasikan secara merata ke seluruh kulit wajah 15 menit sebelum beraktivitas. Ulangi pemakaian jika berkeringat.

Harga :
Rp. 145,000.00","['informasi', 'erhair', 'restore', 'ceramide', 'keratin', 'hair', 'shield', 'serum', 'serum', 'bantu', 'lindung', 'batang', 'rambut', 'suhu', 'panas', 'jaga', 'lembap', 'rambut', 'kaya', 'ceramide', 'complex', 'keratin', 'heat', 'protectant', 'complex', 'coconut', 'oil', 'lapis', 'kutikula', 'rambut', 'proteksi', 'heat', 'styling', 'bantu', 'struktur', 'rambut', 'rusak', 'pakai', 'kondisi', 'rambut', 'kering', 'aplikasi', 'batang', 'ujung', 'rambut', 'blow', 'dry', 'heat', 'styling', 'simpan', 'aplikasi', 'kulit', 'wajah', 'menit', 'aktivitas', 'ulang', 'pakai', 'keringat', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ERHAIR Restore Ceramide & Keratin Hair Shield Serum,#ERROR!,entities_last.product_info_synonym,ERHAIR Restore Ceramide & Keratin Hair Shield Serum
product_info,"Berikut Informasi mengenai *Age Corrector Nightcharge Booster*

Kegunaan : 
Pure Retinol 1%, antioksidan yang dapat memperbaiki tampilan garis halus dan kerutan, mencerahkan, serta meremajakan kulit dengan meningkatkan proses regenerasi sel kulit.

Cara Pakai : 
Terdapat 2 alternatif cara penggunaan:
1. Mix: Campurkan 2-3 tetes produk pada serum/pelembap yang digunakan sehari-hari
2. Layer: Aplikasikan 2-3 tetes produk pada kulit sebelum menggunakan serum/pelembap

Direkomendasikan untuk penggunaan di malam hari. Untuk pemula, dapat dimulai dari cara penggunaan mix dan penggunaan 2-3x seminggu. Wajib menggunakan sunscreen pada pagi hari. Tidak direkomendasikan untuk ibu hamil dan menyusui.

Cara Penyimpanan : 
Aplikasikan secara merata ke seluruh kulit wajah 15 menit sebelum beraktivitas. Ulangi pemakaian jika berkeringat.

Harga :
Rp. 200,000.00","['informasi', 'age', 'corrector', 'nightcharge', 'booster', 'pure', 'retinol', 'antioksidan', 'tampil', 'garis', 'halus', 'kerut', 'cerah', 'remaja', 'kulit', 'tingkat', 'proses', 'regenerasi', 'sel', 'kulit', 'pakai', 'alternatif', 'mix', 'campur', 'tetes', 'produk', 'serum', 'lembap', 'layer', 'aplikasi', 'tetes', 'produk', 'kulit', 'serum', 'lembap', 'rekomendasi', 'malam', 'mix', 'minggu', 'wajib', 'sunscreen', 'pagi', 'rekomendasi', 'hamil', 'susu', 'simpan', 'aplikasi', 'kulit', 'wajah', 'menit', 'aktivitas', 'ulang', 'pakai', 'keringat', 'harga', 'rp']",TRUE,goto,test_produk_bypass,Age Corrector Nightcharge Booster,#ERROR!,entities_last.product_info_synonym,ERHA Age Corrector Nightcharge
product_info,"Berikut Informasi mengenai *Youvit X ERHA Collagen Gummy*

Kegunaan : 
YOUVIT x ERHA Collagen merupakan gummy yang berfungsi menutrisi kulit dari dalam, mengurangi garis-garis halus, dan menjaga elastisitas kulit, sehingga kulit tampak lebih muda dengan hanya mengonsumsi dua gummy setiap hari. Setiap gummy YOUVIT x ERHA Collagen mengandung VERISOL® Bioactive Collagen Peptides®, kolagen premium dengan kualitas terbaik berasal dari Bovine Collagen Peptide, yang terdapat pada tulang sapi dan tambahan Vitamin C. Dosisnya disesuaikan dengan kebutuhan orang dewasa.

Cara Pakai : 
YOUVIT x ERHA Collagen dikonsumsi 2x sehari setelah makan, dan boleh dikonsumsi pada saat setelah sarapan, makan siang, atau makan malam.

Cara Penyimpanan : 
Aplikasikan secara merata ke seluruh kulit wajah 15 menit sebelum beraktivitas. Ulangi pemakaian jika berkeringat.

Harga :
Rp. 60,000.00","['informasi', 'youvit', 'erha', 'collagen', 'gummy', 'youvit', 'erha', 'collagen', 'gummy', 'fungsi', 'nutrisi', 'kulit', 'garis', 'garis', 'halus', 'jaga', 'elastisitas', 'kulit', 'kulit', 'muda', 'konsumsi', 'gummy', 'gummy', 'youvit', 'erha', 'collagen', 'kandung', 'verisol', 'bioactive', 'collagen', 'peptides', 'kolagen', 'premium', 'kualitas', 'bovine', 'collagen', 'peptide', 'tulang', 'sapi', 'vitamin', 'dosis', 'sesuai', 'butuh', 'dewasa', 'pakai', 'youvit', 'erha', 'collagen', 'konsumsi', 'makan', 'konsumsi', 'sarap', 'makan', 'siang', 'makan', 'malam', 'simpan', 'aplikasi', 'kulit', 'wajah', 'menit', 'aktivitas', 'ulang', 'pakai', 'keringat', 'harga', 'rp']",TRUE,goto,test_produk_bypass,Youvit X ERHA Collagen Gummy,#ERROR!,entities_last.product_info_synonym,YOUVIT X ERHA Collagen Gummy
Homeservice_HsDt,"Terima kasih atas kelengkapan datanya.
 
Mohon menunggu rekan ELSA akan segera menghubungimu untuk konfirmasi ulang. Terimakasih
 
Have a Healthy Skin Day.","['terima', 'kasih', 'lengkap', 'data', 'tunggu', 'rekan', 'elsa', 'hubung', 'konfirmasi', 'ulang', 'terimakasih', 'have', 'healthy', 'skin', 'day']",FALSE,goto,handover_livechat_start,,,,
Homeservice_HS_DT_PICK_Tidak,"Terima kasih sudah menghubungi ERHA, info lengkap kunjungi www.erhaultimate.co.id. 
Have a Healthy Skin Day.","['terima', 'kasih', 'hubung', 'erha', 'info', 'lengkap', 'kunjung', 'www', 'erhaultimate', 'co', 'id', 'have', 'healthy', 'skin', 'day']",TRUE,,,,,,
product_info,"Berikut Informasi mengenai *Acne Facial Mask* 20 g 

Kegunaan : 
Masker wajah berwarna hitam dengan kandungan charcoal 40%, formula Paraben-Free dan Fragrance-Free dengan Liposome Technology yang membantu memaksimalkan penyerapan essence lebih sempurna ke lapisan kulit lebih dalam untuk menyerap minyak dan kotoran, serta menyeimbangkan flora normal pada kulit yang sangat dibutuhkan untuk kulit berjerawat. Cocok untuk kulit berminyak dan cenderung berjerawat.

Cara Pakai :
1. Lepaskan masker dari kemasan
2. Letakkan masker pada wajah yang telah dibersihkan
3. Diamkan 10-15 menit, lepaskan masker perlahan
4. Pijat lembut hingga cairan menyerap sempurna

Bahan Aktif dan Indikasi :
• Microbiome (Streptococcus thermophillus ferment) - Membantu menyeimbangkan flora normal di kulit, terbukti menghambat pertumbuhan bakteri penyebab jerawat P.acnes *in vitro test 
• Niacinamide - Membantu meningkatkan hidrasi dan memperhalus permukaan kulit 
• Willow Bark Extract Natural - anti-bacterial agent, membantu merawat kulit berjerawat 

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga: 
Rp. 29,000.00 - 1 pcs
Rp. 100,000.00 - 4 pcs","['informasi', 'acne', 'facial', 'mask', 'masker', 'wajah', 'warna', 'hitam', 'kandung', 'charcoal', 'formula', 'paraben', 'free', 'fragrance', 'free', 'liposome', 'technology', 'bantu', 'maksimal', 'serap', 'essence', 'sempurna', 'lapis', 'kulit', 'serap', 'minyak', 'kotor', 'imbang', 'flora', 'normal', 'kulit', 'butuh', 'kulit', 'jerawat', 'cocok', 'kulit', 'minyak', 'cenderung', 'jerawat', 'pakai', 'lepas', 'masker', 'kemas', 'letak', 'masker', 'wajah', 'bersih', 'diam', 'menit', 'lepas', 'masker', 'perlahan', 'pijat', 'lembut', 'cair', 'serap', 'sempurna', 'bahan', 'aktif', 'indikasi', 'microbiome', 'streptococcus', 'thermophillus', 'ferment', 'bantu', 'imbang', 'flora', 'normal', 'kulit', 'bukti', 'hambat', 'tumbuh', 'bakteri', 'jerawat', 'acnes', 'in', 'vitro', 'test', 'niacinamide', 'bantu', 'tingkat', 'hidrasi', 'halus', 'muka', 'kulit', 'willow', 'bark', 'extract', 'natural', 'anti', 'bacterial', 'agent', 'bantu', 'rawat', 'kulit', 'jerawat', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp', 'pcs', 'rp', 'pcs']",TRUE,goto,test_produk_bypass,ACNE MASK,#ERROR!,entities_last.product_info_synonym,ACNE MASK
product_info,"Berikut Informasi mengenai *ERHA AcneAct ACSBP*

Ukuran : 
Tube 60g

Kegunaan : 
ERHA AcneAct ACSBP 60 g adalah sabun pembersih wajah yang mampu membersihkan kotoran dan membantu eksfoliasi sel kulit mati. Mengandung kombinasi duo Asam Salisilat & Sulfur yang dapat mengurangi produksi minyak berlebih, membunuh bakteri penyebab jerawat serta mempercepat pengeringan jerawat. Dengan scrub yang lembut dapat membersihkan sel kulit mati dan kotoran hingga ke pori. Untuk kulit berminyak dan cenderung berjerawat

Cara Pakai :
1. Basahi wajah. Aplikasikan ERHA AcneAct ACSBP 60 g pada wajah
2. Usap sirkular ke atas, hingga semua permukaan kulit wajah bersih
3. Bilas hingga bersih dan keringkan

Urutan Pakai :
Pagi/Siang hari :
1. Cuci muka dengan menggunakan ERHA AcneAct ACSBP 60 g
2. Aplikasikan Clarifying Toner sesuai cara pakai
3. Gunakan Sun Friendly 
4. Jika menggunakan powder, pakailah Erha AcneAct Face Powder atau Erha AcneAct Pressed Powder

Malam hari :
1. Cuci muka dengan menggunakan ERHA AcneAct ACSBP 60 g
2. Aplikasikan Clarifying Toner sesuai cara pakai
3. Aplikasikan Acne Spot Gel pada jerawat

Cara Penyimpanan : 
Pada suhu ruangan yang sejuk

Harga :
Rp. 96,000.00","['informasi', 'erha', 'acneact', 'acsbp', 'ukur', 'tube', 'erha', 'acneact', 'acsbp', 'sabun', 'bersih', 'wajah', 'bersih', 'kotor', 'bantu', 'eksfoliasi', 'sel', 'kulit', 'mati', 'kandung', 'kombinasi', 'duo', 'asam', 'salisilat', 'sulfur', 'produksi', 'minyak', 'bunuh', 'bakteri', 'jerawat', 'cepat', 'ering', 'jerawat', 'scrub', 'lembut', 'bersih', 'sel', 'kulit', 'mati', 'kotor', 'pori', 'kulit', 'minyak', 'cenderung', 'jerawat', 'pakai', 'basah', 'wajah', 'aplikasi', 'erha', 'acneact', 'acsbp', 'wajah', 'usap', 'sirkular', 'muka', 'kulit', 'wajah', 'bersih', 'bilas', 'bersih', 'kering', 'urut', 'pakai', 'pagi', 'siang', 'cuci', 'muka', 'erha', 'acneact', 'acsbp', 'aplikasi', 'clarifying', 'toner', 'sesuai', 'pakai', 'sun', 'friendly', 'powder', 'pakai', 'erha', 'acneact', 'face', 'powder', 'erha', 'acneact', 'pressed', 'powder', 'malam', 'cuci', 'muka', 'erha', 'acneact', 'acsbp', 'aplikasi', 'clarifying', 'toner', 'sesuai', 'pakai', 'aplikasi', 'acne', 'spot', 'gel', 'jerawat', 'simpan', 'suhu', 'ruang', 'sejuk', 'harga', 'rp']",TRUE,goto,test_produk_bypass,ACSBP,#ERROR!,entities_last.product_info_synonym,ACSBP
